Keywords,area,sqft,bedroom,bath,name,property type,completion year,no of floors,Furnishing Status,Number of Carpark,Floor Range,Deposit,Tenant Preference,PropertyID,Squash Court,Lift,Near KTM/LRT,Railway Station,Air-Cond,Security,Swimming Pool,School,Minimart,Cooking Allowed,Mall,Parking,Washing Machine,Gymnasium,Playground,Multipurpose hall,Park,Jogging Track,Tennis Court,Internet,Sauna,Barbeque area,area_sqft_numeric,cleaned_location,powerbi_location,State_Province,Country
"RM 2,400 per month",Villa Wangsamas,"1,500",3,3,Ground Floor🔥😍Villa Wangsamas Fully Furnish‼️Balcony Nice unit 🔥,Condominium,2010,20,Fully Furnished,1,Low,6250,"Male, Female, Couple",112936814,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1500,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,300 per month",Sentral Suites @ KL Sentral,"1,055",3,3,KL Sentral Suite Corner Unit Fully Furnished 2parking   Nice unit ‼️😍,Service Residence,2022,43,Fully Furnished,2,Medium,10750,Male,112936807,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1055,KL Sentral,"KL Sentral, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,100 per month",Kepong,"1,600",,,[GROUND FLOOR+20x80] KEPONG Jinjang Utara Shop Office KL (MUSTsee),Shop lot,,,Not Stated,5,Not Stated,12300,"Male, Female",112776718,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 400 per month,Kepong,150,,,friendly and fun space,Sharing a house / Flat,,,Partially Furnished,,Medium,400,"Male, Female, Couple",112936780,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Vista Amani,"1,101",4,2,Moved in Ready Vista Armani,Condominium,17,,Fully Furnished,1,Medium,4000,Male,112936775,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1101,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 400 per month,Old Klang Road,100,,,Room pearl point,Houses,1990,,Fully Furnished,1,Medium,300,"Male, Female, Couple",112936773,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Old Klang Road,100,,,AC Room Pearl Point,Houses,1990,,Fully Furnished,2,Medium,300,Female,112936767,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 650 per month,Mont Kiara,200,,,Big Medium Room For Rent Near Solaris Mont Kiara Jalan Dutamas Raya KL,Condo / Services residence / Penthouse / Townhouse,,,Partially Furnished,,Medium,650,Female,111664440,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Old Klang Road,100,,,Ac Room pearl point,Houses,1990,,Fully Furnished,2,Medium,,"Male, Female",112936763,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,200 per month",Danau Murni,860,3,2,Kondominium paling cantik🏡🔑,Condominium,2005,18,Partially Furnished,1,High,2400,"Male, Female",112936747,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,860,Taman Desa,"Taman Desa, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Bangsar South,50,,,Bilik Untuk Disewa Residensi Kerinchi,Apartment / Flat,,,Partially Furnished,,Low,600,Male,112936743,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,50,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,999 per month",Sun Complex,"1,076",3,2,"Sun Complex Apartment , Bukit Bintang [1076sf 3R2B]",Apartment,1978,20,Not Furnished,,Medium,,"Male, Female",112936548,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",The Hermington,"1,075",3,2,Kuchai Lama Hermington Residence Partiall Furnished 3ROOM Kuala Lumpur,Condominium,2021,46,Partially Furnished,2,High,,"Male, Couple",112796154,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1075,Kuchai Lama,"Kuchai Lama, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Lily Apartment @ Kuchai Lama,820,3,2,Kuchai Lama Lily Apartment Condo Unfunish House MRT Station Kuchai KL,Apartment,2021,37,Not Furnished,1,Low,,Male,112830552,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,820,Kuchai Lama,"Kuchai Lama, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 11,000 per month",Cheras,"5,500",,,[MAIN ROAD] 3.5 STOREY Shop Office TAMAN SEGAR CHERAS Leisure Mall KL,Shop lot,,,Not Stated,10,Not Stated,33000,"Male, Female, Couple",112721762,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,300 per month",Cheras,"1,600",,,Taman Billion cheras shop 22x75 near taman midah yulek leisure mall,Shop lot,,,Not Stated,,Not Stated,12900,"Male, Female",112936543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Delima J Desa Pandan,950,3,2,Delima J Apartment Desa Pandan 3R2B2CP P/F Ampang Kuala Lumpur,Apartment,5,,Partially Furnished,2,Not Stated,4000,Male,112936584,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,950,Desa Pandan,"Desa Pandan, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Lido Residency,"1,100",3,2,"Lido residency, near MRT",Condominium,2016,32,Partially Furnished,,Not Stated,,"Male, Couple",112776971,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1100,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 8,500 per month",Taman Melawati,"1,740",,,[GROUND FLOOR SHOPLOT-COMES WITH ID] Taman Melawati KL FOR RENT,Shop lot,,,Not Stated,,Not Stated,,"Male, Female",112546685,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1740,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",1 Sentul,"1,081",3,2,1 Sentul Fully Furnish for RENT Limited Unit 1st come 1st served| Sent,Condominium,2011,23,Fully Furnished,2,High,5000,"Male, Couple",112449259,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1081,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Sentul Point Suite Apartment,"1,001",3,2,"Sentul Point Suite Apartments, 3R2B Partially Furnished",Service Residence,2020,44,Partially Furnished,1,High,,Female,112936424,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1001,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",Kiaramas Sutera,"1,672",4,3,Kiaramas Sutera 1672 to let,Condominium,2004,29,Fully Furnished,,Medium,3500,Male,112936507,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1672,Mont Kiara,"Mont Kiara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Paraiso Residence @ The Earth,960,3,2,Paraiso Residence for Rent (Opposite Bukit Jalil Pavilion),Condominium,2020,39,Fully Furnished,2,High,7500,"Male, Female",112936474,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,960,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Arte Plus Jalan Ampang,603,1,1,Arte Plus Ampang,Condominium,2018,38,Fully Furnished,1,Medium,,Male,112936462,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,603,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 500 per month,Setapak,"1,100",4,3,Taman Sri Rampai. Bilik untuk sewa,2-storey Terraced House,1982,,Partially Furnished,2,Not Stated,500,"Male, Female, Couple",112936454,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,700 per month",Wangsa Maju,"1,464",,,"New Office, 1464 sqf, lif, Wangsa118, Wangsa Maju",Office space,2017,,Not Stated,1,Not Stated,11000,"Male, Female, Couple",110810549,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1464,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,750 per month",Setapak Ria Condominium,"1,190",3,2,"[90% Furnished] Setapak Ria condo☑️Aircon, Fridge, Washer, RENOVATED",Condominium,1994,24,Partially Furnished,1,Not Stated,,Female,112936403,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1190,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,100 per month",Wangsa Maju,"1,200",,,"Bare unit , Shop lot for retail ,storage,Wangsa118, Wangsa Maju",Shop lot,2017,,Not Stated,2,Not Stated,6000,"Male, Couple",105201780,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 28,000 per month",Wangsa Maju,"9,000",,,"Office, size 9000 sqf, lif, parking, Wangsa Maju , Kuala Lumpur",Office space,2017,,Not Stated,9,Not Stated,93000,Male,110811003,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Warisan City View,950,3,2,Warisan Cityview Condo for rent,Condominium,2005,17,Partially Furnished,,Medium,4000,"Male, Couple",112936378,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,950,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 5,500 per month",Wangsa Maju,"2,217",,,"New Office size 2217sf, lif, parking, Wangsa118, Wangsa Maju",Office space,2017,,Not Stated,2,Not Stated,16500,Male,110772597,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2217,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Dorsett Residences Sri Hartamas,560,1,1,Dorsett Hartamas Kuala Lumpur,Service Residence,2018,27,Fully Furnished,1,Low,4600,"Male, Female, Couple",112936316,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,560,Sri Hartamas,"Sri Hartamas, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Old Klang Road,200,,,Pearl Suria Residence @ Old Klang Road (Middle Room),Condo / Services residence / Penthouse / Townhouse,2016,,Fully Furnished,1,Medium,1750,"Male, Female, Couple",112936290,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,150 per month",Vista Sentul Residences,980,3,2,"Vista Sentul, 3R2B, nx MRT LRT, DUKE, Balcony KL View, Fully Furnished",Service Residence,2023,37,Fully Furnished,1,High,,Male,112936289,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,980,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,200 per month",Setapak,"3,520",,,Setapak 2 Adjoining First Floor Office Next to Pv22 New Development,Office space,,,Not Stated,,Not Stated,,"Male, Female",112936162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",Setapak,"1,600",4,3,"Rumah teres 2tingkat, Taman Melati, walking distance to lrt melati",2-storey Terraced House,,,Not Furnished,,Not Stated,9800,"Male, Couple",112936136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 5,900 per month",Kepong,"2,600",,,MRT-Shop to Let,Shop lot,2005,,Not Stated,2,Not Stated,11800,"Male, Female",111826753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",City Centre,885,,,"For Rent : Office Suite, 3 Towers, Partial Furnish, Near LRT, KL",Office space,,,Not Stated,,Not Stated,,"Male, Female",112936127,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,885,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Sri Intan 2,"1,200",3,2,Jln Ipoh/ Kuching mrt2 Sri intan cindo2,Condominium,25,,Fully Furnished,,Not Stated,4000,"Male, Female",112936120,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1200,Jalan Ipoh,"Jalan Ipoh, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Trion 2 @ KL,660,2,1,"Trion 2, KL (Cheapest in the Town)",Condominium,2022,46,Fully Furnished,1,Medium,,"Male, Female, Couple",112704744,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,660,Chan Sow Lin,"Chan Sow Lin, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,688 per month",City Centre,610,2,1,"Soho Suite@Klcc, KL",Service Residence,,,Fully Furnished,2,Medium,,"Male, Couple",112862088,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,610,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,750 per month",Trion 2 @ KL,660,2,1,"Trion 2, KL (Come With Wifi)",Service Residence,2022,46,Fully Furnished,1,Medium,,"Male, Female",112704367,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,660,Chan Sow Lin,"Chan Sow Lin, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Astana Square,"1,000",3,2,"Astana Square @ Taman Daya, Kepong KL",Apartment,2017,5,Not Furnished,1,Medium,2000,"Male, Female, Couple",104136093,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1000,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Villa Wangsamas,"1,490",3,2,Fully Furnished Condo with Spacious Yard near LRT,Condominium,2010,20,Fully Furnished,1,Low,,Male,112713898,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1490,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Sky Awani 2 Residence,800,3,2,Fully Furnished SKY AWANI 2 Residence,Condominium,2020,35,Fully Furnished,1,Medium,,"Male, Female",112936039,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,800,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Royal Domain Sri Putramas 2,"1,295",3,2,Newly refurbished Move in condition,Condominium,2007,36,Partially Furnished,1,Medium,6600,Female,111348537,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1295,Jalan Kuching,"Jalan Kuching, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Royal Domain Sri Putramas 2,"1,295",4,2,Newly refurbished Move in condition,Condominium,2007,36,Partially Furnished,1,Low,6600,Female,111347267,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1295,Jalan Kuching,"Jalan Kuching, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Sri Putramas,"1,100",3,2,Newly refurbished Good condition,Condominium,2004,25,Fully Furnished,1,High,6000,Female,111539227,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1100,Jalan Kuching,"Jalan Kuching, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,650 per month",Sri Putramas,"1,100",3,2,Fully Furnished Pool view,Condominium,2004,25,Fully Furnished,1,Medium,6000,Female,112889103,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1100,Jalan Kuching,"Jalan Kuching, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,200 per month",Royal Domain Sri Putramas 2,"1,295",3,2,Fully Furnished Move in Condition Good view,Condominium,2007,36,Fully Furnished,1,High,8000,Female,112765606,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1295,Jalan Kuching,"Jalan Kuching, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Sri Putramas,"1,050",3,2,3 parking lot partially furnished move in condotion,Condominium,2004,25,Partially Furnished,3,Low,6000,Female,112774061,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1050,Jalan Kuching,"Jalan Kuching, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,900 per month",Kiara Designer Suites,"1,250",3,2,Fully Furnished Kiara Designer Suites Mont Kiara,Service Residence,2007,29,Fully Furnished,1,High,,"Male, Female, Couple",112935921,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1250,Mont Kiara,"Mont Kiara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 58,000 per month",Ampang,"10,000",,,"Corner Bungalow, Jalan Ampang,Amapng Hilir, Taman U-Thant KLCC,KL city",Shop lot,,,Not Stated,,Not Stated,,Male,112935866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",VIM 3 @ Desa Park North,460,2,1,Vim 3 condo for rent fully furnished,Service Residence,2018,24,Fully Furnished,1,Medium,3600,"Male, Female, Couple",112935816,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,460,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Salak Selatan,"1,760",,,Taman Salak South Garden 1st floor Office Kuchai lama Mrt Kuala Lumpur,Office space,,,Not Stated,,Not Stated,5400,"Male, Couple",112935795,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1760,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Bukit Jalil,100,,,Fully Furnished Single Room For Rent WITH ONE MONTH DEPOSIT ONLY,Condo / Services residence / Penthouse / Townhouse,2020,,Fully Furnished,2,High,,"Male, Female, Couple",107948367,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Kepong,100,,,First residence master  bedroom for rent,Condo / Services residence / Penthouse / Townhouse,2012,,Fully Furnished,2,Low,2000,"Male, Female, Couple",112935803,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",Infiniti 3 Residences,"1,085",2,2,"Infiniti 3 condo , 1085sf , 2r2b , 2 carpark ,f/furnished ,wangsa maju",Condominium,2017,30,Fully Furnished,2,Not Stated,,"Male, Couple",112935782,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1085,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Platinum Lake PV 20,"1,378",4,2,"Pv 20 condo , 1378sf , 4r2b , basic , pool view , setapak",Condominium,2014,25,Not Furnished,2,Not Stated,,"Male, Female, Couple",112935735,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1378,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,200 per month",Tria Residences @ 9 Seputeh,"1,001",3,2,Tria Seputeh Residences Old Klang Road Kuchai Lama Partial Furnish,Condominium,2022,38,Partially Furnished,,Not Stated,,"Male, Couple",112935761,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1001,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,550 per month",Cheras,680,,,Cheras Business Centre Shop Office for Rent,Office space,,,Not Stated,,Not Stated,,"Male, Couple",103003869,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,680,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 150 per month,Cheras,120,,,Taman Connaught Cheras Pasar Malam Booth Stall for Rent / Sewa,Retail space,,,Not Stated,,Not Stated,150,"Male, Female",111623942,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,120,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Vista Saujana,955,3,2,Vista Saujana Kepong Wangsa Permai Unit For Rent,Condominium,17,,Not Furnished,1,Not Stated,,"Male, Female",112846319,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,955,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,750 per month",M Suites,502,1,1,"M Suites Studio, F/Furnished Jelatek LRT Jln Ampang Great Eastern Mall",Service Residence,2013,20,Fully Furnished,,Not Stated,,"Male, Female, Couple",112481098,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,502,Ampang Hilir,"Ampang Hilir, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 15,252 per month",City Centre,"4,900",,,Menara RKT Office Space Furnished 3813sf LRT/MRT Golden Triangle KLCC,Office space,,,Not Stated,,Not Stated,,"Male, Couple",110747584,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4900,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
