Keywords,area,sqft,bedroom,bath,name,property type,completion year,no of floors,Furnishing Status,Number of Carpark,Floor Range,Deposit,Tenant Preference,PropertyID,Squash Court,Lift,Near KTM/LRT,Railway Station,Air-Cond,Security,Swimming Pool,School,Minimart,Cooking Allowed,Mall,Parking,Washing Machine,Gymnasium,Playground,Multipurpose hall,Park,Jogging Track,Tennis Court,Internet,Sauna,Barbeque area,area_sqft_numeric,cleaned_location,powerbi_location,State_Province,Country
"RM 2,800 per month",Tivoli Villas,"1,100",2,2,[FULLY FURNISHED] Tivoli Villas Bangsar near Angkasa Penaga Puteri,Condominium,1993,5,Fully Furnished,1,Not Stated,,Female,112938807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1100,Bangsar,"Bangsar, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 900 per month,City Centre,144,,,"Middle Room, Choo Cheng Khay Apartment",Apartment / Flat,,,Fully Furnished,,Low,1800,"Male, Female",112938947,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,144,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 850 per month,Flat DBKL Jalan Hang Tuah,600,1,1,Hang Tuah flat Apaartment Pudu Lalaport,Flat,16,,Not Furnished,,Low,2125,Female,112938933,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Desa Petaling,"1,288",,,Desa Petaling Megan Salak Park Fully Furnished Office For Rent,Office space,,,Not Stated,,Not Stated,,"Male, Female, Couple",112938742,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1288,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 550 per month,Old Klang Road,200,,,Modern & Newly Renovated SINGLE room (S1)|OUG Parklane,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,8252,"Male, Female",111584805,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 360 per month,Kepong,968,,,Promosi Harga Jatuh|Vista Mutiara kepong|Inc Air+Api|jln Dkat kaki MRT,Condo / Services residence / Penthouse / Townhouse,2008,,Fully Furnished,1,Medium,430,"Male, Female",112210049,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,968,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 650 per month,Old Klang Road,200,,,Newly Refurbished MIDDLE room (M2)|OUG Parklane,Apartment / Flat,,,Fully Furnished,,Medium,975,"Male, Female, Couple",111585036,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Cheras,"1,090",3,2,Townhouse in cheras,Townhouse,2019,,Partially Furnished,1,Not Stated,4800,"Male, Couple",112938841,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1090,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 450 per month,Sentul,155,,,M Arisa Residence Sentul Jalan Ipoh Kepong Kuching Damansara AEON MRT,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Not Stated,,"Male, Female, Couple",112688013,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,155,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,300 per month",Sky Meridien,"1,200",4,2,"Actual Unit, 1200sqft",Service Residence,2022,31,Fully Furnished,2,Medium,,"Male, Female",112938459,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1200,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 850 per month,Puncak Desa Apartment,650,3,2,"[UTK DISEWA] Apartment Puncak Desa, Kepong !🔥",Apartment,19,,Partially Furnished,,Medium,850,"Male, Female, Couple",112938449,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,650,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Taman Desa,750,,,Taman Abadi Indah Office Lot for Rent,Shop lot,,,Not Stated,,Not Stated,1400,"Male, Female",111185033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,750,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,498 per month",Avelon Tower @ Plaza Medan Putra,810,3,2,"Plaza Medan Putra, 3R2B, Kepong, Balcony view, nx Desa ParkCity, KL",Service Residence,2010,22,Partially Furnished,1,Medium,,Male,112938361,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,810,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Residensi Pandanmas 1,900,3,2,Residensi Pandanmas 1,Apartment,2017,22,Fully Furnished,1,Medium,5700,Female,112938550,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,900,Desa Pandan,"Desa Pandan, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Maxim Citylights @ Sentul KL,"1,009",3,2,Maxim Citylights Sentul@3R 2B 2P For Rent,Service Residence,2017,36,Partially Furnished,2,Medium,,"Male, Female, Couple",112616869,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1009,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 45,000 per month",Bangsar,"6,500",,,Commercial Bungalow Bangsar Jalan Maarof KL,Retail space,,,Not Stated,,Not Stated,186000,Female,112855507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,000 per month",Angkasa Impian 2,"1,500",4,2,Fully furnish 4bed 1500sqft Angkasa Impian 2 bukit bintang for rent,Condominium,2004,32,Fully Furnished,,Medium,10000,Female,112739083,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1500,Bukit Bintang,"Bukit Bintang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 7,200 per month",Pavilion Ceylon Hill,"1,324",3,1,Pavilion ceylon near menara Kl and bukit bintang for rent. Fully furni,Service Residence,2021,51,Fully Furnished,1,Medium,18000,Male,112399282,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1324,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Sentul Village Mercury Service Apartment,948,3,2,Sentul Village 3R 2B 1P@Partially Furnished For Rent,Service Residence,2017,26,Partially Furnished,1,Medium,,"Male, Female",112679011,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,948,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,700 per month",The Vistana,"1,200",4,2,The Vistana Condo For rent,Condominium,1977,28,Partially Furnished,,Medium,,Male,112938188,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1200,Titiwangsa,"Titiwangsa, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,950 per month",OUG Parklane,950,3,2,oug parklane kl,Service Residence,2015,31,Fully Furnished,1,Medium,,"Male, Couple",112938409,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,950,OUG,"OUG, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Vista Danau Kota,810,3,2,"New Unit Apartment for Rent @ Vista Danau Kota, Setapak, Kuala Lumpur",Apartment,2023,46,Partially Furnished,1,Medium,6300,Male,112938131,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,810,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Suria @ North Kiara,"1,164",4,3,"Suria North Kiara duplex unit ,fully furnished, segambut sri sinar",Service Residence,2018,5,Fully Furnished,1,High,,Female,112830826,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1164,Segambut,"Segambut, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,200 per month",Kiara East - DEX Suites,911,3,2,"Kiara East condo for rent, Jalan kuching ,near KTM,MRT,fully furnished",Service Residence,2017,21,Fully Furnished,1,Medium,,"Male, Female, Couple",112856620,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,911,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Mutiara Sentul,958,3,2,Sentul condo for rent,Condominium,10,,Partially Furnished,1,Medium,3400,"Male, Couple",112938159,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,958,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,200 per month",Arte @ Mont Kiara,442,1,1,Arte Mont Kiara for rent,Service Residence,2020,39,Fully Furnished,1,Low,5500,Male,112938155,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,442,Mont Kiara,"Mont Kiara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 690 per month,Cheras,300,,,Bilik Pejabat Lengkap Besar Fully Furnish All in Co Working Cheras KL,Office space,2022,,Not Stated,10,Not Stated,1300,Male,112938130,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,300 per month",Plaza Prima Setapak,"1,231",3,2,prima setapak  condo for rent,Condominium,2006,,Partially Furnished,1,High,1300,Female,112938127,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1231,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",Damansara,"2,000",5,4,RUMAH BESAR LUAS CORNER DAN CANTIK Jalan Nuri Kota Damansara,2-storey Terraced House,,,Partially Furnished,,Not Stated,,"Male, Couple",111663034,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,999 per month",Arte Plus Jalan Ampang,"1,039",3,2,Arte Plus @ Jalan Ampang 3 Rooms Condo For Rent,Service Residence,2018,38,Fully Furnished,1,High,3999,"Male, Female",112937952,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1039,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,000 per month",Parc 3,900,3,2,Parc 3 Condo @ Cheras | MRT  LRT Maluri  | Ikea | Sunway Velocity VR,Service Residence,2021,39,Fully Furnished,1,Medium,,"Male, Female, Couple",110747158,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,900,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 12,000 per month",Mont Kiara,"4,000",6,5,"Corner unit in Villa Aseana, Mont Kiara for Rent",Link Bungalow,,,Partially Furnished,,Not Stated,,"Male, Couple",111461072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Avelon Tower @ Plaza Medan Putra,"1,080",3,2,"Plaza Medan putra Avalon ,kepong menjalara, washing machine,desa park",Service Residence,2010,22,Partially Furnished,1,High,,Female,112787343,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1080,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,300 per month",Aman Dua,850,3,2,"Aman dua apartment for rent, kitchen cabinet, kepong desa aman puri.",Apartment,12,,Partially Furnished,1,Medium,,Male,112886600,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,850,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Avelon Tower @ Plaza Medan Putra,807,3,2,"Plaza Medan putra condo for rent, Avalon, kepong menjalara, desa park",Service Residence,2010,22,Partially Furnished,1,Medium,,Female,112823212,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,807,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 15,500 per month",Pandan Jaya,"12,500",,,Kampung Pandan KL Near Lotus Warehouse For Storage and Studio,Warehouse / Factory,,,Not Stated,10,Not Stated,15000,"Male, Couple",112576819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 800 per month,Ampang,710,,,Nice Cheap FF AC ROOM ARTE AMPANG INC UTILITY WiFi NEAR Shop Eateries,Condo / Services residence / Penthouse / Townhouse,2023,,Fully Furnished,1,High,2000,"Male, Female",112667809,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,710,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 440 per month,Setapak,518,,,Near Shop LRT Market Bus Stop Cheap FF Condominium Prima Setapak Wifi,Condo / Services residence / Penthouse / Townhouse,2019,,Fully Furnished,1,High,880,"Male, Female",108787281,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,518,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 730 per month,OUG,720,,,Condominiums Bukit OUG Near LRT Master Nice AC Room F/F Wifi Utility,Condo / Services residence / Penthouse / Townhouse,2021,,Fully Furnished,2,Medium,,"Male, Couple",110316980,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,720,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 350 per month,Cheras,100,,,U297B Bilik Sewa Lelaki Taman Maluri,Shoplot,,,Partially Furnished,,Low,,"Male, Couple",97979929,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,J.dupion,50,1,1,City Life Made Easy,Condominium,,,Fully Furnished,,Not Stated,1200,Male,112937515,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,50,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",KL Traders Square Residences,950,4,2,KL Traders Square Fully Furnished Setapak Jalan Gombak,Service Residence,2019,38,Fully Furnished,2,Medium,4500,Male,111494424,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,950,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,420 per month",Flora Residency,800,3,2,"Flora Residency, 3R2B, Jalan Gombak, Setapak, Low Dense, nx KLTS, DUKE",Apartment,2023,25,Partially Furnished,1,Medium,,Female,112937529,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,800,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",D'Sands Residence,730,2,1,"D'Sands Residence, Old Klang Road near KTM Station 2Rooms Semi Furnish",Service Residence,2017,28,Partially Furnished,1,Not Stated,4000,Male,112937637,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,730,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,450 per month",Residensi Puchongmas,900,3,2,"puchongmas, near Bandar kinrara",Condominium,34,,Partially Furnished,1,Medium,3625,Male,112937632,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,900,Puchong,"Puchong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,400 per month",Ascenda Residences @ SkyArena,903,3,2,Ascenda Residence Setapak,Condominium,2017,28,Fully Furnished,2,High,7200,Male,112937623,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,903,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Bangsar,150,,,Bilik Sewa Lelaki Sebelah Stesen LRT,Apartment / Flat,1991,,Fully Furnished,1,Low,,Male,112937602,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,750 per month",Bayu @ Pandan Jaya,"1,001",3,2,Partial Furnish 2 Car Park Bayu Pandan Pandan Jaya,Condominium,2015,12,Partially Furnished,2,High,,"Male, Female, Couple",112822795,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1001,Pandan Jaya,"Pandan Jaya, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 32,000 per month",Cheras,"8,500",,,Factory 3 Storey Shamelin For Rent KL,Warehouse / Factory,,,Not Stated,10,Not Stated,162560,"Male, Female",112585272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 12,250 per month",Cheras,"3,500",,,"Corner unit, Jalan Cheras,Taman Hussein Onn,Taman Ceupacs, Taman Seger",Shop lot,,,Not Stated,,Not Stated,,Female,112937269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,000 per month",Sentul,871,,,"D7, Sentul East, Duplex Office For Let",Office space,,,Not Stated,,Not Stated,9000,"Male, Couple",112937451,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,871,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,500 per month",Kepong,"1,600",,,Taman Perindustrian Eshan Jaya 1.5 Storey Link Factory For Rent !,Warehouse / Factory,,,Not Stated,,Not Stated,4500,Male,112937243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,700 per month",KLCC,700,,,Binjai 8 Premium Office Fully Furnished Renovated near KLCC for RENT,Office space,,,Not Stated,,Not Stated,,Male,112937439,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Residensi Gurneymas,800,3,2,GurneyMas for November Intake Basic Unit Matured Area,Apartment,2021,34,Not Furnished,1,Medium,4800,"Male, Female",112937394,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,800,Keramat,"Keramat, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,900 per month",The Hipster @ Taman Desa,921,3,2,Bare Unit for rent,Condominium,2022,45,Not Furnished,2,Not Stated,,Female,112656673,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,921,Taman Desa,"Taman Desa, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 550 per month,Sentul,150,,,Masterbedroom Non sharing Including Bill2025,Apartment / Flat,1990,,Fully Furnished,1,Low,550,"Male, Couple",111961763,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 10,000 per month",Four Seasons Place,"1,098",2,2,"Four Seasons Place 2 bedrooms fully  id design rm10k walk to lrt,mall",Service Residence,2017,65,Fully Furnished,1,Not Stated,10000,Male,111629783,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1098,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 500 per month,PV9 Residences @ Taman Melati,350,1,1,Fully Furnished Small Room for rent (Female Unit),Service Residence,,,Fully Furnished,,High,1000,"Male, Couple",112937154,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,350,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,350 per month",Putra Ria Apartment,608,3,1,"Putra Ria Apartment , Bangsar ( Near Midvalley )",Apartment,,,Partially Furnished,,Medium,1300,"Male, Female, Couple",112937137,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,608,Bangsar,"Bangsar, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 9,103 per month",Damansara Heights,"1,655",,,Near Mrt Office Space Bangunan Setia 1 Damansara Heights,Office space,,,Not Stated,,Not Stated,27309,"Male, Female",112936870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,600 per month",KL City,400,,,Grade A Office Space Cimb Hub Jalan Sultan Ismail Kuala Lumpur,Office space,,,Not Stated,,Not Stated,7800,Male,112936854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,"1,200",3,2,Rumah Sewa Fully Furnish Bukit Jalil Murah,Apartment,2018,41,Fully Furnished,1,Medium,3600,"Male, Female, Couple",112937001,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1200,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 850 per month,Wangsa Maju,1,,,master room for rent at setapak central mall,Condo / Services residence / Penthouse / Townhouse,2015,,Fully Furnished,2,Medium,,"Male, Female",112936987,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Solaris Dutamas,723,,,Fully Furnished Single Room for Rent near The Met/Publika/Solaris,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Not Stated,1400,"Male, Female",112936935,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,723,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,100 per month",Sri Kasturina,"1,300",3,2,Bangsar Sri Kasturina 3r/2b 2parking + Partial Low Density Good Envi‼️,Condominium,1990,7,Partially Furnished,1,Medium,8000,Female,112936836,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1300,Bangsar,"Bangsar, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",Keramat,"2,100",,,"Taman Mastiara, Jalan Ipoh, 4storey Shop Office",Shop lot,,,Not Stated,,Not Stated,,"Male, Female, Couple",111375936,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
